# Shifts applied 
# 0	 0 
# 1	 -1 
# 2	 -2 
# 3	 -3 
# 4	 -4 
# 5	 -4 
# 6	 -6 
# 7	 -7 
# 8	 -8 
# 9	 -9 

-80      5.970871
-78      5.701981
-76      4.584068
-74      6.045919
-72      6.456795
-70      5.850414
-68      6.348969
-66      5.267982
-64      4.322011
-62      6.460997
-60      6.051357
-58      6.440929
-56      3.833234
-54      4.325328
-52      5.265777
-50      5.299991
-48      2.892378
-46      3.578626
-44      6.855972
-42      5.812757
-40      6.406780
-38      5.060498
-36      3.925207
-34      4.071722
-32      6.253414
-30      5.757687
-28      3.912327
-26      4.910668
-24      4.551848
-22      5.626096
-20      4.655414
-18      4.722502
-16      5.712854
-14      5.234818
-12      6.138476
-10     10.677434
-8      13.268007
-6      19.519999
-4      26.111181
-2      32.818949
 0      34.049243
 2      35.010933
 4      27.987478
 6      21.042693
 8      13.804872
 10      8.788047
 12      9.158982
 14      4.496186
 16      4.603789
 18      5.262178
 20      4.534822
 22      3.640412
 24      4.114144
 26      3.631552
 28      6.226824
 30      4.264578
 32      4.826537
 34      6.030613
 36      4.908742
 38      4.994290
 40      4.200443
 42      4.735354
 44      4.790778
 46      3.723357
 48      6.861923
 50      4.632699
 52      6.131357
 54      4.381723
 56      5.339952
 58      4.731901
 60      5.545694
 62      3.394411
 64      6.218647
 66      3.999622
 68      4.418398
 70      4.683107
 72      5.174089
 74      4.819648
 76      4.812259
 78      4.459711
 80      5.767448
 82      5.677512
 84      4.060169
 86      5.746255
 88      5.005350
 90      3.899472
 92      4.866802
 94      4.599104
 96      5.159524
 98      5.703705
 100     3.564024
 102     4.274195
 104     4.740648
 106     3.422553
 108     5.372604
 110     6.572150
 112     4.852926
 114     4.331266
 116     4.939899
 118     4.761708
 120     6.194099
 122     4.881997
 124     5.808115
 126     3.951731
 128     5.907686
 130     5.962010
 132     6.373893
 134     4.887219
 136     3.640890
 138     3.767634
 140     6.113720
 142     4.700828
 144     4.021600
 146     4.126439
 148     6.799057
 150     4.814256
 152     3.984704
 154     5.273311
 156     4.967482
 158     5.945402
 160     5.053007
 162     6.120216
 164     4.509042
 166     2.630611
 168     3.785281
 170     5.593832
 172     5.800577
 174     5.250873
 176     5.607638
 178     6.756130
 180     9.998923
 182     9.066180
 184    10.003865
 186    12.842827
 188    18.139173
 190    22.873961
 192    27.284154
 194    34.665029
 196    43.559219
 198    51.129647
 200    59.379569
 202    68.399892
 204    76.712494
 206    83.037358
 208    88.453158
 210    91.018385
 212    88.709301
 214    88.091768
 216    84.093348
 218    80.208904
 220    70.503138
 222    63.404378
 224    54.723662
 226    43.295321
 228    37.982486
 230    30.744511
 232    24.396430
 234    17.718285
 236    13.971847
 238     9.865990
 240     8.427128
 242     8.407454
 244     7.078937
 246     5.618286
 248     6.458447
 250     5.519301
 252     4.712667
 254     4.410094
 256     4.278557
 258     4.594640
 260     4.766340
 262     5.152844
 264     3.891956
 266     4.090645
 268     5.875346
 270     5.956867
 272     5.081912
 274     4.873889
 276     5.851416
 278     3.709852
 280     6.143667
 282     4.379721
 284     4.416135
 286     4.877391
 288     4.554456
 290     3.933201
 292     5.658998
 294     5.358079
 296     3.718705
 298     6.445638
 300     6.111540
 302     4.524268
 304     5.096352
 306     5.395947
 308     5.301752
 310     5.166948
 312     5.730731
 314     6.170376
 316     5.530417
 318     5.680607
